Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
VEGF signaling pathway	1/59	0.40327396665340853	0.7694472419976882	0	0	1.9701016543751246	1.7891264024325404	RAF1
Notch signaling pathway	1/59	0.40327396665340853	0.7694472419976882	0	0	1.9701016543751246	1.7891264024325404	TLE3
Long-term depression	1/60	0.40848083362688503	0.7694472419976882	0	0	1.9366121289311258	1.7338687564851867	RAF1
JAK-STAT signaling pathway	2/162	0.4125860932070175	0.7694472419976882	0	0	1.4292151162790698	1.265298983668287	RAF1;IL17D
Glycerolipid metabolism	1/61	0.4136425256255649	0.7694472419976882	0	0	1.9042389210019268	1.6809728922131297	PLPP5
Cytosolic DNA-sensing pathway	1/63	0.4238319403011306	0.7694472419976882	0	0	1.8426253962334513	1.5817433040428577	TBK1
Lysine degradation	1/63	0.4238319403011306	0.7694472419976882	0	0	1.8426253962334513	1.5817433040428577	PLOD1
Aminoacyl-tRNA biosynthesis	1/66	0.43878688447567743	0.7694472419976882	0	0	1.7573143619386393	1.4475726640104076	FARS2
Influenza A	2/172	0.4424036845484995	0.7694472419976882	0	0	1.3444596443228454	1.096450535237665	TBK1;RAF1
Long-term potentiation	1/67	0.4436855944009923	0.7694472419976882	0	0	1.7306008057453144	1.4063538606534318	RAF1
Fc epsilon RI signaling pathway	1/68	0.44854178802317335	0.7694472419976882	0	0	1.7046846691398498	1.366736778801809	RAF1
Renal cell carcinoma	1/69	0.4533558321960898	0.7694472419976882	0	0	1.6795307718463108	1.3286397772656142	RAF1
Renin secretion	1/69	0.4533558321960898	0.7694472419976882	0	0	1.6795307718463108	1.3286397772656142	EDN1
Central carbon metabolism in cancer	1/70	0.4581280907368735	0.7694472419976882	0	0	1.6551059730250481	1.2919864143152329	RAF1
Epithelial cell signaling in Helicobacter pylori infection	1/70	0.4581280907368735	0.7694472419976882	0	0	1.6551059730250481	1.2919864143152329	ATP6V1C1
Prolactin signaling pathway	1/70	0.4581280907368735	0.7694472419976882	0	0	1.6551059730250481	1.2919864143152329	RAF1
Melanoma	1/72	0.4675486901815224	0.7694472419976882	0	0	1.6083204428885451	1.2227284884518137	RAF1
Non-small cell lung cancer	1/72	0.4675486901815224	0.7694472419976882	0	0	1.6083204428885451	1.2227284884518137	RAF1
NOD-like receptor signaling pathway	2/181	0.468518467528776	0.7694472419976882	0	0	1.276276471352475	0.9676469883131366	TBK1;MAP3K7
Axon guidance	2/182	0.4713755208535224	0.7694472419976882	0	0	1.2691214470284238	0.9545065175342465	PLXNA2;RAF1
p53 signaling pathway	1/73	0.47219774309377993	0.7694472419976882	0	0	1.5859023763648041	1.1899936375416538	IGFBP3
Cytokine-cytokine receptor interaction	3/295	0.47480604462129244	0.7694472419976882	0	0	1.173636145157414	0.874181574642903	IL25;IL17D;ACVR2A
Glioma	1/75	0.4813751122763719	0.7694472419976882	0	0	1.5428839243868147	1.1280154800521878	RAF1
Chronic myeloid leukemia	1/76	0.4859041224845919	0.7694472419976882	0	0	1.5222350674373797	1.0986639555489106	RAF1
Pancreatic cancer	1/76	0.4859041224845919	0.7694472419976882	0	0	1.5222350674373797	1.0986639555489106	RAF1
Leishmaniasis	1/77	0.49039380717040776	0.7694472419976882	0	0	1.502129601460298	1.070337223953384	MAP3K7
Neutrophil extracellular trap formation	2/189	0.4911156235921769	0.7694472419976882	0	0	1.2211789578410646	0.868350673698162	RAF1;MAP3K7
Synaptic vesicle cycle	1/78	0.4948445060126242	0.7694472419976882	0	0	1.4825463553787253	1.042988699432748	ATP6V1C1
B cell receptor signaling pathway	1/81	0.507966038660175	0.7694472419976882	0	0	1.4267341040462427	0.9663850577295762	RAF1
Peroxisome	1/82	0.5122641310571929	0.7694472419976882	0	0	1.4090487404552916	0.9425337057603482	SOD2
Complement and coagulation cascades	1/85	0.5249357054640315	0.7694472419976882	0	0	1.3585191301954307	0.8755377157391645	TFPI
ErbB signaling pathway	1/85	0.5249357054640315	0.7694472419976882	0	0	1.3585191301954307	0.8755377157391645	RAF1
Epstein-Barr virus infection	2/202	0.5265282875209647	0.7694472419976882	0	0	1.141046511627907	0.7319245374728094	TBK1;MAP3K7
Insulin secretion	1/86	0.529086394818438	0.7694472419976882	0	0	1.3424685481128869	0.8546202343921173	KCNN2
ECM-receptor interaction	1/88	0.5372799093485117	0.7694472419976882	0	0	1.3114743206431467	0.8147351578668095	COL4A3
PD-L1 expression and PD-1 checkpoint pathway in cancer	1/89	0.5413233547126157	0.7694472419976882	0	0	1.2965055176037834	0.7957153263485026	RAF1
Hypertrophic cardiomyopathy	1/90	0.5453316679278545	0.7694472419976882	0	0	1.2818730921608106	0.7772779838815321	EDN1
Rap1 signaling pathway	2/210	0.5474851608273558	0.7694472419976882	0	0	1.0967128801431127	0.6606816868024498	SIPA1L1;RAF1
Small cell lung cancer	1/92	0.5532441092539837	0.7694472419976882	0	0	1.2535730165787968	0.7420600029620051	COL4A3
GnRH signaling pathway	1/93	0.5571488365474364	0.7694472419976882	0	0	1.239884393063584	0.7252367298634015	RAF1
Rheumatoid arthritis	1/93	0.5571488365474364	0.7694472419976882	0	0	1.239884393063584	0.7252367298634015	ATP6V1C1
TGF-beta signaling pathway	1/94	0.5610196301714814	0.7694472419976882	0	0	1.2264901485486979	0.7089105487225444	ACVR2A
cAMP signaling pathway	2/216	0.5627750567440867	0.7694472419976882	0	0	1.0656379048033036	0.6126088832042685	EDN1;RAF1
Regulation of actin cytoskeleton	2/218	0.5677894445019884	0.7694472419976882	0	0	1.0556632213608959	0.5975102660336984	MYH11;RAF1
Fc gamma R-mediated phagocytosis	1/97	0.5724313282017013	0.7694472419976882	0	0	1.1879816955684008	0.6627304404114991	RAF1
Aldosterone synthesis and secretion	1/98	0.5761692938908964	0.7694472419976882	0	0	1.1756748703891307	0.6482127467653656	DAGLA
Choline metabolism in cancer	1/98	0.5761692938908964	0.7694472419976882	0	0	1.1756748703891307	0.6482127467653656	RAF1
Glycerophospholipid metabolism	1/98	0.5761692938908964	0.7694472419976882	0	0	1.1756748703891307	0.6482127467653656	PLPP5
Human cytomegalovirus infection	2/225	0.585014078424233	0.7694472419976882	0	0	1.0221608092606111	0.548000205376171	TBK1;RAF1
Amoebiasis	1/102	0.5907990265731289	0.7694472419976882	0	0	1.1288845647570538	0.594108664280511	COL4A3
Chagas disease	1/102	0.5907990265731289	0.7694472419976882	0	0	1.1288845647570538	0.594108664280511	CFLAR
Longevity regulating pathway	1/102	0.5907990265731289	0.7694472419976882	0	0	1.1288845647570538	0.594108664280511	SOD2
Pancreatic secretion	1/102	0.5907990265731289	0.7694472419976882	0	0	1.1288845647570538	0.594108664280511	SLC4A4
Coronavirus disease	2/232	0.60173025769335	0.7694472419976882	0	0	0.9906976744186047	0.5032209318389261	TBK1;MAP3K7
Ras signaling pathway	2/232	0.60173025769335	0.7694472419976882	0	0	0.9906976744186047	0.5032209318389261	TBK1;RAF1
Parathyroid hormone synthesis, secretion and action	1/106	0.604926572432175	0.7694472419976882	0	0	1.0856592347921827	0.5457046560536392	RAF1
Th17 cell differentiation	1/107	0.6083820138879441	0.7694472419976882	0	0	1.075362634965645	0.534403915429962	IL17D
Ribosome biogenesis in eukaryotes	1/108	0.6118074050342971	0.7694472419976882	0	0	1.0652584949489492	0.5234017053163521	RIOK1
HIF-1 signaling pathway	1/109	0.6152030057072202	0.7694472419976882	0	0	1.0553414686362663	0.5126880251705196	EDN1
Amyotrophic lateral sclerosis	3/364	0.6164577318928848	0.7694472419976882	0	0	0.9459590805268018	0.4576223866171829	POM121L2;TBK1;TUBB
Toxoplasmosis	1/112	0.6252136292688428	0.7747212362679139	0	0	1.02666250065094	0.48218424102127155	MAP3K7
Shigellosis	2/246	0.6336365500398163	0.7795097126389107	0	0	0.933187190240183	0.42579442145456114	TBK1;MAP3K7
Sphingolipid signaling pathway	1/119	0.647576123491576	0.7890989673422476	0	0	0.9654158910551582	0.41949147716798396	RAF1
AMPK signaling pathway	1/120	0.6506605520190463	0.7890989673422476	0	0	0.9572545781318308	0.4113966180395035	MAP3K7
Osteoclast differentiation	1/127	0.671512859221495	0.8042224995585512	0	0	0.9037526378566841	0.35989428526407197	MAP3K7
Lysosome	1/128	0.6743889486614647	0.8042224995585512	0	0	0.8965909608119794	0.3532104483592944	NPC1
Oocyte meiosis	1/129	0.6772399996282537	0.8042224995585512	0	0	0.8895411849710982	0.34668049841991266	CPEB4
Natural killer cell mediated cytotoxicity	1/131	0.6828678513134807	0.8053131212041738	0	0	0.8757670075589151	0.3340647587713552	RAF1
Oxidative phosphorylation	1/133	0.6883981257332705	0.8062745171259539	0	0	0.8624102294622525	0.32201357667707275	ATP6V1C1
Apelin signaling pathway	1/137	0.6991726429357337	0.8078278509595301	0	0	0.8368752125127508	0.29948213968623344	RAF1
Insulin signaling pathway	1/137	0.6991726429357337	0.8078278509595301	0	0	0.8368752125127508	0.29948213968623344	RAF1
Ubiquitin mediated proteolysis	1/140	0.7070096936208808	0.811400386638729	0	0	0.8186884018796523	0.2838481944846195	UBA3
Phospholipase D signaling pathway	1/148	0.7269300655414095	0.8189806619244517	0	0	0.7738193543313279	0.2467903391508095	RAF1
Retrograde endocannabinoid signaling	1/148	0.7269300655414095	0.8189806619244517	0	0	0.7738193543313279	0.2467903391508095	DAGLA
MAPK signaling pathway	2/294	0.7279828105995126	0.8189806619244517	0	0	0.7778751194647977	0.24695811495620545	RAF1;MAP3K7
Oxytocin signaling pathway	1/154	0.7409812232770998	0.8281554848391116	0	0	0.7432468170312441	0.22281052613766886	RAF1
Huntington disease	2/306	0.7481163035238894	0.8297798664018918	0	0	0.7467105263157895	0.21669302549890096	TUBB;SOD2
Necroptosis	1/159	0.752139644984171	0.8297798664018918	0	0	0.7195434257701032	0.20494990985866682	CFLAR
cGMP-PKG signaling pathway	1/167	0.7690072645563792	0.8419764186672196	0	0	0.6845880632356014	0.17981038379887784	RAF1
Tight junction	1/169	0.7730426767880321	0.8419764186672196	0	0	0.6763693916873108	0.17411170047688984	MYH11
Tuberculosis	1/180	0.7940163771502002	0.8564197992126805	0	0	0.6344495753544095	0.14633655070135768	RAF1
Alcoholism	1/186	0.8046322386486003	0.8564197992126805	0	0	0.6136853616622403	0.13339675782176175	RAF1
RNA transport	1/186	0.8046322386486003	0.8564197992126805	0	0	0.6136853616622403	0.13339675782176175	POM121L2
Transcriptional misregulation in cancer	1/192	0.814703963240632	0.8564197992126805	0	0	0.5942257058983749	0.12177495142192876	IGFBP3
Chemokine signaling pathway	1/192	0.814703963240632	0.8564197992126805	0	0	0.5942257058983749	0.12177495142192876	RAF1
PI3K-Akt signaling pathway	2/354	0.8163533758577014	0.8564197992126805	0	0	0.6433007399577167	0.13053084023987951	COL4A3;RAF1
Thermogenesis	1/232	0.8698505193832657	0.9069782854545028	0	0	0.49032855391236896	0.06836842201230839	DPF3
Chemical carcinogenesis	1/239	0.8776620150002892	0.909576997363936	0	0	0.47573711565551074	0.062080700352939513	RAF1
Parkinson disease	1/249	0.8880192979059618	0.9122931334630137	0	0	0.4563210889427559	0.0541935158858066	TUBB
Endocytosis	1/252	0.8909529432065689	0.9122931334630137	0	0	0.4507979642125141	0.05205078573859812	USP8
Prion disease	1/273	0.9094558945244716	0.9256961783552657	0	0	0.41554743284597073	0.03943909838779365	TUBB
Herpes simplex virus 1 infection	2/498	0.9331363745307508	0.9402802723801181	0	0	0.45316016504126033	0.03136046028217478	TBK1;MAP3K7
MicroRNAs in cancer	1/310	0.9347815573369596	0.9402802723801181	0	0	0.36509718091176085	0.024623032123952778	RAF1
Neuroactive ligand-receptor interaction	1/341	0.950479932910486	0.950479932910486	0	0	0.33128187691261474	0.016825219966327146	EDN1
