Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ErbB signaling pathway	2/85	0.11810337314071118	0.47725108684367284	0	0	3.4786738193650515	7.431125600263462	CAMK2D;PRKCA
Cardiac muscle contraction	2/87	0.12268525614294065	0.47725108684367284	0	0	3.3964791756118506	7.12626536931122	CASQ2;ATP1B1
Glycosaminoglycan degradation	1/19	0.1241588027455548	0.47725108684367284	0	0	7.988325281803543	16.66519519795103	GNS
One carbon pool by folate	1/20	0.13025167790917605	0.47725108684367284	0	0	7.567505720823799	15.424746385609486	AMT
Axon guidance	3/182	0.13353099358783474	0.47725108684367284	0	0	2.425484719027276	4.883523484764493	EFNA1;CAMK2D;PRKCA
Salivary secretion	2/93	0.1366800684544854	0.47725108684367284	0	0	3.1715729525948504	6.3117865047316375	PRKCA;ATP1B1
GnRH signaling pathway	2/93	0.1366800684544854	0.47725108684367284	0	0	3.1715729525948504	6.3117865047316375	CAMK2D;PRKCA
Arginine biosynthesis	1/22	0.14231146861678823	0.47725108684367284	0	0	6.846100759144237	13.348097205226534	GLS
Histidine metabolism	1/22	0.14231146861678823	0.47725108684367284	0	0	6.846100759144237	13.348097205226534	AOC1
Fc gamma R-mediated phagocytosis	2/97	0.14619772884306723	0.47725108684367284	0	0	3.037418363426815	5.840333651201423	ARPC3;PRKCA
Inflammatory mediator regulation of TRP channels	2/98	0.14859842878543808	0.47725108684367284	0	0	3.005626520681265	5.730250165727668	CAMK2D;PRKCA
Kaposi sarcoma-associated herpesvirus infection	3/193	0.15120660313962211	0.47725108684367284	0	0	2.283784829721362	4.314316522413475	GNB4;HLA-G;GNG11
Melanogenesis	2/101	0.15584794969626553	0.47725108684367284	0	0	2.9141045491410456	5.416954428308595	CAMK2D;PRKCA
Pathogenic Escherichia coli infection	3/197	0.15781247433694176	0.47725108684367284	0	0	2.2362416616130987	4.128879921675427	WIPF1;ARPC3;MYH11
Pancreatic secretion	2/102	0.15827952108025908	0.47725108684367284	0	0	2.884817518248175	5.317851520059652	PRKCA;ATP1B1
alpha-Linolenic acid metabolism	1/25	0.16009055444756115	0.47725108684367284	0	0	5.9894323671497585	10.97273388243861	FADS2
HIF-1 signaling pathway	2/109	0.17548936399022946	0.5134688798232641	0	0	2.695136093867249	4.690013416470213	CAMK2D;PRKCA
Glyoxylate and dicarboxylate metabolism	1/30	0.18891284859920562	0.5426950923395362	0	0	4.95552223888056	8.258226612129908	AMT
Thyroid hormone signaling pathway	2/121	0.2056085354318225	0.5577006733547437	0	0	2.4218855425381833	3.8308930960683494	PRKCA;ATP1B1
Base excision repair	1/33	0.2057326204669729	0.5577006733547437	0	0	4.49026268115942	7.09990417128601	LIG3
Fructose and mannose metabolism	1/33	0.2057326204669729	0.5577006733547437	0	0	4.49026268115942	7.09990417128601	GMPPB
Oocyte meiosis	2/129	0.22598836573612716	0.5577006733547437	0	0	2.2684062302431176	3.3737365266270065	CAMK2D;CPEB4
African trypanosomiasis	1/37	0.22762146074686737	0.5577006733547437	0	0	3.990539452495974	5.9062828739294595	PRKCA
Alanine, aspartate and glutamate metabolism	1/37	0.22762146074686737	0.5577006733547437	0	0	3.990539452495974	5.9062828739294595	GLS
Natural killer cell mediated cytotoxicity	2/131	0.23110858388195463	0.5577006733547437	0	0	2.2330108074463872	3.2710652242786167	PRKCA;HLA-G
Allograft rejection	1/38	0.2329994330140466	0.5577006733547437	0	0	3.882491186839013	5.655699684127512	HLA-G
Calcium signaling pathway	3/240	0.2335043587324932	0.5577006733547437	0	0	1.8265078183172003	2.656755230526756	CAMK2D;CASQ2;PRKCA
Vascular smooth muscle contraction	2/133	0.23623642707418852	0.5577006733547437	0	0	2.198696160918259	3.1725474264406555	PRKCA;MYH11
Glycine, serine and threonine metabolism	1/40	0.24364409692168354	0.5577006733547437	0	0	3.683017465626161	5.200592797166493	AMT
Apelin signaling pathway	2/137	0.24651028432705957	0.5577006733547437	0	0	2.133117058664504	2.9871138113474567	GNB4;GNG11
Yersinia infection	2/137	0.24651028432705957	0.5577006733547437	0	0	2.133117058664504	2.9871138113474567	WIPF1;ARPC3
Ferroptosis	1/41	0.24891129713112117	0.5577006733547437	0	0	3.5907608695652176	4.993522779704218	GSS
Fluid shear stress and atherosclerosis	2/139	0.2516540228539431	0.5577006733547437	0	0	2.10176354627311	2.8998032908541953	CAV2;CAV1
Tryptophan metabolism	1/42	0.2541420789970984	0.5577006733547437	0	0	3.5030045952633437	4.798632188053121	AOC1
Graft-versus-host disease	1/42	0.2541420789970984	0.5577006733547437	0	0	3.5030045952633437	4.798632188053121	HLA-G
Type I diabetes mellitus	1/43	0.2593366925673939	0.5613040743239485	0	0	3.4194271911663217	4.614954989629512	HLA-G
Vasopressin-regulated water reabsorption	1/44	0.26449538607227524	0.5647333918840471	0	0	3.339737108190091	4.441621487710582	NSF
Carbohydrate digestion and absorption	1/47	0.27975840380163386	0.5678499156069204	0	0	3.1214555765595464	3.976200298023682	ATP1B1
Amino sugar and nucleotide sugar metabolism	1/48	0.2847758662733346	0.5678499156069204	0	0	3.054887449892075	3.8371000641714974	GMPPB
Phagosome	2/152	0.2851170868766841	0.5678499156069204	0	0	1.918345498783455	2.4072461160092873	HLA-G;THBS3
Cushing syndrome	2/155	0.2928286931872694	0.5678499156069204	0	0	1.8804446352750346	2.3095009975723757	CAMK2D;WDR5B
Arginine and proline metabolism	1/50	0.29470691822637646	0.5678499156069204	0	0	2.929902395740905	3.579678317757992	AOC1
Vibrio cholerae infection	1/50	0.29470691822637646	0.5678499156069204	0	0	2.929902395740905	3.579678317757992	PRKCA
Cysteine and methionine metabolism	1/50	0.29470691822637646	0.5678499156069204	0	0	2.929902395740905	3.579678317757992	GSS
Malaria	1/50	0.29470691822637646	0.5678499156069204	0	0	2.929902395740905	3.579678317757992	THBS3
Autoimmune thyroid disease	1/53	0.3093473638534097	0.5816192858317919	0	0	2.7604515050167224	3.238811467495043	HLA-G
Wnt signaling pathway	2/166	0.32099335007375895	0.5816192858317919	0	0	1.7533380808260637	1.9923792042580761	CAMK2D;PRKCA
Pyrimidine metabolism	1/56	0.3236860444787776	0.5816192858317919	0	0	2.609486166007905	2.943451419101904	NME7
Glutathione metabolism	1/57	0.3283996168258994	0.5816192858317919	0	0	2.5627587991718426	2.8536936038572605	GSS
Legionellosis	1/57	0.3283996168258994	0.5816192858317919	0	0	2.5627587991718426	2.8536936038572605	EEF1G
Tight junction	2/169	0.3286324042269121	0.5816192858317919	0	0	1.72157874032956	1.9157994468943078	ARPC3;MYH11
MAPK signaling pathway	3/294	0.33514932302899525	0.5816192858317919	0	0	1.483474833232262	1.6217036920920602	EFNA1;PRKCA;MAPT
Influenza A	2/172	0.33624863700001145	0.5816192858317919	0	0	1.6909403177329325	1.8429632951499486	PRKCA;KPNA1
VEGF signaling pathway	1/59	0.3377291357802936	0.5816192858317919	0	0	2.4741379310344827	2.6857041331365705	PRKCA
Long-term depression	1/60	0.34234552900225723	0.5816192858317919	0	0	2.4320805698845493	2.607031636868053	PRKCA
Mineral absorption	1/60	0.34234552900225723	0.5816192858317919	0	0	2.4320805698845493	2.607031636868053	ATP1B1
MicroRNAs in cancer	3/310	0.36551297663095383	0.6113018137355953	0	0	1.4050105384173213	1.4140777692121875	EFNA1;PRKCA;GLS
Aminoacyl-tRNA biosynthesis	1/66	0.36938059096977305	0.6113018137355953	0	0	2.206911928651059	2.1979248417877857	VARS2
Alcoholism	2/186	0.37142388682669086	0.6113018137355953	0	0	1.5611710568073627	1.546201481649737	GNB4;GNG11
Fc epsilon RI signaling pathway	1/68	0.37814476411286224	0.6159471415446622	0	0	2.1408176508760546	2.081898458904531	PRKCA
Chemokine signaling pathway	2/192	0.38627959191926364	0.6172980188607269	0	0	1.511409911640415	1.4376437981534222	GNB4;GNG11
Central carbon metabolism in cancer	1/70	0.38678799915956935	0.6172980188607269	0	0	2.078554925435833	1.974374721711481	GLS
Non-small cell lung cancer	1/72	0.39531195301944794	0.6245928857707278	0	0	2.0197999591753417	1.8745360901098034	PRKCA
PPAR signaling pathway	1/74	0.40371826000815164	0.6315592582305739	0	0	1.9642644431209053	1.7816625322629442	FADS2
Diabetic cardiomyopathy	2/203	0.4131104481103204	0.63342571846856	0	0	1.4278970112938956	1.2623184921456576	CAMK2D;PRKCA
Synaptic vesicle cycle	1/78	0.4201843600752239	0.63342571846856	0	0	1.8618482966309053	1.6143373705485256	NSF
Antigen processing and presentation	1/78	0.4201843600752239	0.63342571846856	0	0	1.8618482966309053	1.6143373705485256	HLA-G
Pathways of neurodegeneration	4/475	0.42094747113416964	0.63342571846856	0	0	1.2197845403790202	1.0554151883402756	CAMK2D;MAP3K10;PRKCA;MAPT
Rap1 signaling pathway	2/210	0.42988425423260973	0.6407708695165314	0	0	1.3793514879281303	1.1645027108040082	EFNA1;PRKCA
Lipid and atherosclerosis	2/215	0.4417114111900173	0.6496446069831171	0	0	1.3466296562831979	1.100329107225658	CAMK2D;PRKCA
cAMP signaling pathway	2/216	0.4440608705960547	0.6496446069831171	0	0	1.3402687768606316	1.088021655556274	CAMK2D;ATP1B1
Regulation of actin cytoskeleton	2/218	0.44874349860917095	0.650472227341734	0	0	1.3277237091105705	1.0639100893933828	ARPC3;MYH11
ECM-receptor interaction	1/88	0.45940099093291964	0.6539221312378495	0	0	1.6470098284191237	1.2810966716901548	THBS3
Gap junction	1/88	0.45940099093291964	0.6539221312378495	0	0	1.6470098284191237	1.2810966716901548	PRKCA
Bile secretion	1/90	0.4669223548504056	0.6586940363068222	0	0	1.609835531672366	1.2260383433210085	ATP1B1
Phosphatidylinositol signaling system	1/97	0.4924381989766499	0.6647361053384054	0	0	1.491923309178744	1.0568580486204042	PRKCA
Choline metabolism in cancer	1/98	0.4959829373435425	0.6647361053384054	0	0	1.4764679515912147	1.0353196340598445	PRKCA
Glycerophospholipid metabolism	1/98	0.4959829373435425	0.6647361053384054	0	0	1.4764679515912147	1.0353196340598445	ACHE
Chemical carcinogenesis	2/239	0.4965333697449965	0.6647361053384054	0	0	1.2087837629739135	0.8462750581109711	PRKCA;KPNA1
AGE-RAGE signaling pathway in diabetic complications	1/100	0.502998845735877	0.6647361053384054	0	0	1.4464939247547943	0.993983474661611	PRKCA
Progesterone-mediated oocyte maturation	1/100	0.502998845735877	0.6647361053384054	0	0	1.4464939247547943	0.993983474661611	CPEB4
Pathways in cancer	4/531	0.5062842290976833	0.6647361053384054	0	0	1.0870194672851219	0.7398874636933132	CAMK2D;GNB4;PRKCA;GNG11
Amoebiasis	1/102	0.5099177854032545	0.6647361053384054	0	0	1.4177069880901134	0.9548338385624286	PRKCA
Protein digestion and absorption	1/103	0.5133413085074516	0.6647361053384054	0	0	1.4037368570616653	0.936031860695148	ATP1B1
Salmonella infection	2/249	0.5183578115146005	0.6647361053384054	0	0	1.1592541150743225	0.761733729296035	ARPC3;KPNA1
Parkinson disease	2/249	0.5183578115146005	0.6647361053384054	0	0	1.1592541150743225	0.761733729296035	CAMK2D;MAPT
Parathyroid hormone synthesis, secretion and action	1/106	0.5234700629641909	0.6647361053384054	0	0	1.3634230503795721	0.882510250234346	PRKCA
Glucagon signaling pathway	1/107	0.5267995841353328	0.6647361053384054	0	0	1.3504922067268252	0.8655778555823564	CAMK2D
Drug metabolism	1/108	0.5301060080546778	0.6647361053384054	0	0	1.3378030610862792	0.8490745420950824	NME7
Leukocyte transendothelial migration	1/114	0.5494683409194208	0.6835905343721927	0	0	1.2663845068616135	0.7583162616560671	PRKCA
Sphingolipid signaling pathway	1/119	0.5649969772970195	0.6852307996360466	0	0	1.2124170965364776	0.6922112310617581	PRKCA
Growth hormone synthesis, secretion and action	1/119	0.5649969772970195	0.6852307996360466	0	0	1.2124170965364776	0.6922112310617581	PRKCA
Neurotrophin signaling pathway	1/119	0.5649969772970195	0.6852307996360466	0	0	1.2124170965364776	0.6922112310617581	CAMK2D
Prion disease	2/273	0.5681343971665956	0.6852307996360466	0	0	1.0552966843537048	0.5966618680881901	CAV2;CAV1
Purine metabolism	1/129	0.594477771597472	0.7115718781242467	0	0	1.1171308876811594	0.5809884432170619	NME7
Estrogen signaling pathway	1/137	0.6166270211658448	0.7325343559714548	0	0	1.0509910485933505	0.5081446517458106	KCNJ5
Spinocerebellar ataxia	1/143	0.6324468419878336	0.745720903239386	0	0	1.0062767911818737	0.4610348752380847	PRKCA
Cell adhesion molecules	1/148	0.6451336623087932	0.7494935194469804	0	0	0.9718032140392389	0.4259391672770592	HLA-G
Phospholipase D signaling pathway	1/148	0.6451336623087932	0.7494935194469804	0	0	0.9718032140392389	0.4259391672770592	PRKCA
Spliceosome	1/150	0.6500857864650295	0.7495499844511461	0	0	0.958661608792919	0.4128485283600681	PPIL1
mTOR signaling pathway	1/154	0.6597851290843187	0.7495499844511461	0	0	0.9334091124372454	0.3881498337606222	PRKCA
Cellular senescence	1/156	0.6645342227272866	0.7495499844511461	0	0	0.9212716222533894	0.3764950610979183	HLA-G
Necroptosis	1/159	0.6715347284121788	0.7495499844511461	0	0	0.9036415336635479	0.3598206126606135	CAMK2D
Human papillomavirus infection	2/331	0.6727874676099067	0.7495499844511461	0	0	0.866682936569565	0.34348880619900957	HLA-G;THBS3
Herpes simplex virus 1 infection	3/498	0.6763112523639266	0.7495499844511461	0	0	0.8630124777183601	0.337525799404925	PILRB;PILRA;HLA-G
Hepatitis B	1/162	0.6783901758007209	0.7495499844511461	0	0	0.8866684670087317	0.34405633800935986	PRKCA
cGMP-PKG signaling pathway	1/167	0.6895016479168787	0.753690262406968	0	0	0.8597433211105291	0.3196406952247764	ATP1B1
Hepatocellular carcinoma	1/168	0.691677772462091	0.753690262406968	0	0	0.8545517660331511	0.3150177573903958	PRKCA
Protein processing in endoplasmic reticulum	1/171	0.6981157089458854	0.7554950822839034	0	0	0.8393435635123615	0.3016352471220815	EDEM2
Tuberculosis	1/180	0.7166395654004764	0.7671826601448879	0	0	0.7967775888592017	0.2654721601349779	CAMK2D
NOD-like receptor signaling pathway	1/181	0.7186267955787558	0.7671826601448879	0	0	0.7923107890499195	0.26178987697582784	TRIP6
Neutrophil extracellular trap formation	1/189	0.7340344527779231	0.7783721042879991	0	0	0.7582870798643232	0.23446184421122407	PRKCA
Transcriptional misregulation in cancer	1/192	0.7395937989937562	0.7790388016067564	0	0	0.7462629941573716	0.22511333945841197	PBX3
Epstein-Barr virus infection	1/202	0.757304872443671	0.7889696765970653	0	0	0.7087749657509553	0.19703190543217639	HLA-G
Viral carcinogenesis	1/203	0.75900880280224	0.7889696765970653	0	0	0.7052303056392596	0.19446154706540353	HLA-G
Human T-cell leukemia virus 1 infection	1/219	0.7847108978340666	0.8103550448221081	0	0	0.652938439037362	0.15829833773199753	HLA-G
Coronavirus disease	1/232	0.8035747760891713	0.8244468481953835	0	0	0.6157851810025723	0.13466300396695924	PRKCA
Shigellosis	1/246	0.8220575107322905	0.8379683012625928	0	0	0.5801833776989056	0.11368398667663032	ARPC3
Huntington disease	1/306	0.8835870288900939	0.8949150677220181	0	0	0.4646234259919221	0.05750434476960503	MAP3K10
Alzheimer disease	1/369	0.9255433503047791	0.9314385308799688	0	0	0.38384136735979835	0.029699460254180878	MAPT
Olfactory transduction	1/440	0.9550829612566576	0.9550829612566576	0	0	0.3205902743389126	0.01473339027175716	CAMK2D
